"id","level","cvss","title","Vulnerability","Solution","reference"
13907,"MEDIUM","9.3","Title - 13907","Vulnerability - 13907","Solution - 13907","reference - 13907"
13908,"MEDIUM","9.3","Title - 13908","Vulnerability - 13908","Solution - 13908","reference - 13908"
13909,"MEDIUM","9.3","Title - 13909","Vulnerability - 13909","Solution - 13909","reference - 13909"
13910,"MEDIUM","9.3","Title - 13910","Vulnerability - 13910","Solution - 13910","reference - 13910"
13911,"MEDIUM","9.3","Title - 13911","Vulnerability - 13911","Solution - 13911","reference - 13911"
13912,"MEDIUM","9.3","Title - 13912","Vulnerability - 13912","Solution - 13912","reference - 13912"
13913,"MEDIUM","9.3","Title - 13913","Vulnerability - 13913","Solution - 13913","reference - 13913"
13914,"MEDIUM","10","Title - 13914","Vulnerability - 13914","Solution - 13914","reference - 13914"
13915,"MEDIUM","10","Title - 13915","Vulnerability - 13915","Solution - 13915","reference - 13915"
13916,"MEDIUM","9.3","Title - 13916","Vulnerability - 13916","Solution - 13916","reference - 13916"
13917,"MEDIUM","10","Title - 13917","Vulnerability - 13917","Solution - 13917","reference - 13917"
13918,"LOW","7.2","Title - 13918","Vulnerability - 13918","Solution - 13918","reference - 13918"
13919,"MEDIUM","5","Title - 13919","Vulnerability - 13919","Solution - 13919","reference - 13919"
13920,"MEDIUM","9.3","Title - 13920","Vulnerability - 13920","Solution - 13920","reference - 13920"
13921,"MEDIUM","9.3","Title - 13921","Vulnerability - 13921","Solution - 13921","reference - 13921"
13922,"MEDIUM","9.3","Title - 13922","Vulnerability - 13922","Solution - 13922","reference - 13922"
13923,"LOW","4.3","Title - 13923","Vulnerability - 13923","Solution - 13923","reference - 13923"
13924,"LOW","4.3","Title - 13924","Vulnerability - 13924","Solution - 13924","reference - 13924"
13925,"LOW","5","Title - 13925","Vulnerability - 13925","Solution - 13925","reference - 13925"
13926,"LOW","5.8","Title - 13926","Vulnerability - 13926","Solution - 13926","reference - 13926"
13927,"HIGH","10","Title - 13927","Vulnerability - 13927","Solution - 13927","reference - 13927"
13928,"MEDIUM","6.2","Title - 13928","Vulnerability - 13928","Solution - 13928","reference - 13928"
13929,"MEDIUM","6.2","Title - 13929","Vulnerability - 13929","Solution - 13929","reference - 13929"
13930,"LOW","6.8","Title - 13930","Vulnerability - 13930","Solution - 13930","reference - 13930"
13931,"LOW","6.8","Title - 13931","Vulnerability - 13931","Solution - 13931","reference - 13931"
13932,"MEDIUM","7.1","Title - 13932","Vulnerability - 13932","Solution - 13932","reference - 13932"
13933,"LOW","5","Title - 13933","Vulnerability - 13933","Solution - 13933","reference - 13933"
13934,"MEDIUM","6.9","Title - 13934","Vulnerability - 13934","Solution - 13934","reference - 13934"
13935,"MEDIUM","6.9","Title - 13935","Vulnerability - 13935","Solution - 13935","reference - 13935"
13936,"HIGH","9.3","Title - 13936","Vulnerability - 13936","Solution - 13936","reference - 13936"
13937,"HIGH","9.3","Title - 13937","Vulnerability - 13937","Solution - 13937","reference - 13937"
13938,"MEDIUM","7.1","Title - 13938","Vulnerability - 13938","Solution - 13938","reference - 13938"
13939,"LOW","4.3","Title - 13939","Vulnerability - 13939","Solution - 13939","reference - 13939"
13940,"LOW","9.3","Title - 13940","Vulnerability - 13940","Solution - 13940","reference - 13940"
13941,"HIGH","9.3","Title - 13941","Vulnerability - 13941","Solution - 13941","reference - 13941"
13942,"LOW","9.3","Title - 13942","Vulnerability - 13942","Solution - 13942","reference - 13942"
13943,"MEDIUM","5","Title - 13943","Vulnerability - 13943","Solution - 13943","reference - 13943"
13944,"LOW","7.5","Title - 13944","Vulnerability - 13944","Solution - 13944","reference - 13944"
13945,"LOW","6.8","Title - 13945","Vulnerability - 13945","Solution - 13945","reference - 13945"
13946,"HIGH","9.3","Title - 13946","Vulnerability - 13946","Solution - 13946","reference - 13946"
13947,"LOW","6.8","Title - 13947","Vulnerability - 13947","Solution - 13947","reference - 13947"
13948,"LOW","6.8","Title - 13948","Vulnerability - 13948","Solution - 13948","reference - 13948"
13949,"LOW","6.8","Title - 13949","Vulnerability - 13949","Solution - 13949","reference - 13949"
13950,"HIGH","9.3","Title - 13950","Vulnerability - 13950","Solution - 13950","reference - 13950"
13951,"LOW","6.8","Title - 13951","Vulnerability - 13951","Solution - 13951","reference - 13951"
13952,"MEDIUM","7.2","Title - 13952","Vulnerability - 13952","Solution - 13952","reference - 13952"
13953,"HIGH","10","Title - 13953","Vulnerability - 13953","Solution - 13953","reference - 13953"
13954,"LOW","4","Title - 13954","Vulnerability - 13954","Solution - 13954","reference - 13954"
13955,"HIGH","9.3","Title - 13955","Vulnerability - 13955","Solution - 13955","reference - 13955"
13956,"HIGH","9.3","Title - 13956","Vulnerability - 13956","Solution - 13956","reference - 13956"
13957,"HIGH","9.3","Title - 13957","Vulnerability - 13957","Solution - 13957","reference - 13957"
13958,"LOW","9.3","Title - 13958","Vulnerability - 13958","Solution - 13958","reference - 13958"
13959,"MEDIUM","9.3","Title - 13959","Vulnerability - 13959","Solution - 13959","reference - 13959"
13960,"MEDIUM","6.8","Title - 13960","Vulnerability - 13960","Solution - 13960","reference - 13960"
13961,"MEDIUM","7.5","Title - 13961","Vulnerability - 13961","Solution - 13961","reference - 13961"
13962,"LOW","4.4","Title - 13962","Vulnerability - 13962","Solution - 13962","reference - 13962"
13963,"LOW","10","Title - 13963","Vulnerability - 13963","Solution - 13963","reference - 13963"
13964,"LOW","10","Title - 13964","Vulnerability - 13964","Solution - 13964","reference - 13964"
13965,"MEDIUM","7.8","Title - 13965","Vulnerability - 13965","Solution - 13965","reference - 13965"
13966,"LOW","6.4","Title - 13966","Vulnerability - 13966","Solution - 13966","reference - 13966"
13967,"LOW","7.2","Title - 13967","Vulnerability - 13967","Solution - 13967","reference - 13967"
13968,"LOW","4.3","Title - 13968","Vulnerability - 13968","Solution - 13968","reference - 13968"
13969,"MEDIUM","7.5","Title - 13969","Vulnerability - 13969","Solution - 13969","reference - 13969"
13970,"HIGH","10","Title - 13970","Vulnerability - 13970","Solution - 13970","reference - 13970"
13971,"LOW","9.3","Title - 13971","Vulnerability - 13971","Solution - 13971","reference - 13971"
13972,"HIGH","9.3","Title - 13972","Vulnerability - 13972","Solution - 13972","reference - 13972"
13973,"HIGH","9.3","Title - 13973","Vulnerability - 13973","Solution - 13973","reference - 13973"
13974,"LOW","10","Title - 13974","Vulnerability - 13974","Solution - 13974","reference - 13974"
13975,"LOW","4.7","Title - 13975","Vulnerability - 13975","Solution - 13975","reference - 13975"
13976,"LOW","9.3","Title - 13976","Vulnerability - 13976","Solution - 13976","reference - 13976"
13977,"MEDIUM","7.2","Title - 13977","Vulnerability - 13977","Solution - 13977","reference - 13977"
13978,"LOW","10","Title - 13978","Vulnerability - 13978","Solution - 13978","reference - 13978"
13979,"HIGH","9.3","Title - 13979","Vulnerability - 13979","Solution - 13979","reference - 13979"
13980,"HIGH","9.3","Title - 13980","Vulnerability - 13980","Solution - 13980","reference - 13980"
13981,"HIGH","9.3","Title - 13981","Vulnerability - 13981","Solution - 13981","reference - 13981"
13982,"HIGH","6.8","Title - 13982","Vulnerability - 13982","Solution - 13982","reference - 13982"
13983,"MEDIUM","9.3","Title - 13983","Vulnerability - 13983","Solution - 13983","reference - 13983"
13984,"MEDIUM","9.3","Title - 13984","Vulnerability - 13984","Solution - 13984","reference - 13984"
13985,"LOW","6.8","Title - 13985","Vulnerability - 13985","Solution - 13985","reference - 13985"
13986,"HIGH","10","Title - 13986","Vulnerability - 13986","Solution - 13986","reference - 13986"
13987,"MEDIUM","5","Title - 13987","Vulnerability - 13987","Solution - 13987","reference - 13987"
13988,"LOW","4.6","Title - 13988","Vulnerability - 13988","Solution - 13988","reference - 13988"
13989,"MEDIUM","10","Title - 13989","Vulnerability - 13989","Solution - 13989","reference - 13989"
13990,"LOW","10","Title - 13990","Vulnerability - 13990","Solution - 13990","reference - 13990"
13991,"MEDIUM","6.8","Title - 13991","Vulnerability - 13991","Solution - 13991","reference - 13991"
13992,"MEDIUM","7.8","Title - 13992","Vulnerability - 13992","Solution - 13992","reference - 13992"
13993,"LOW","6.5","Title - 13993","Vulnerability - 13993","Solution - 13993","reference - 13993"
13994,"LOW","10","Title - 13994","Vulnerability - 13994","Solution - 13994","reference - 13994"
13995,"LOW","6.8","Title - 13995","Vulnerability - 13995","Solution - 13995","reference - 13995"
13996,"LOW","7.1","Title - 13996","Vulnerability - 13996","Solution - 13996","reference - 13996"
13997,"HIGH","7.5","Title - 13997","Vulnerability - 13997","Solution - 13997","reference - 13997"
13998,"HIGH","7.5","Title - 13998","Vulnerability - 13998","Solution - 13998","reference - 13998"
13999,"MEDIUM","7.5","Title - 13999","Vulnerability - 13999","Solution - 13999","reference - 13999"
14000,"MEDIUM","7.1","Title - 14000","Vulnerability - 14000","Solution - 14000","reference - 14000"
14001,"MEDIUM","9.3","Title - 14001","Vulnerability - 14001","Solution - 14001","reference - 14001"
14002,"HIGH","9.3","Title - 14002","Vulnerability - 14002","Solution - 14002","reference - 14002"
14003,"MEDIUM","6.8","Title - 14003","Vulnerability - 14003","Solution - 14003","reference - 14003"
14004,"LOW","9.3","Title - 14004","Vulnerability - 14004","Solution - 14004","reference - 14004"
14005,"LOW","9.3","Title - 14005","Vulnerability - 14005","Solution - 14005","reference - 14005"
14006,"LOW","6.8","Title - 14006","Vulnerability - 14006","Solution - 14006","reference - 14006"
14007,"MEDIUM","6.8","Title - 14007","Vulnerability - 14007","Solution - 14007","reference - 14007"
14008,"MEDIUM","6.8","Title - 14008","Vulnerability - 14008","Solution - 14008","reference - 14008"
14009,"MEDIUM","6.8","Title - 14009","Vulnerability - 14009","Solution - 14009","reference - 14009"
14010,"MEDIUM","7.2","Title - 14010","Vulnerability - 14010","Solution - 14010","reference - 14010"
14011,"MEDIUM","9.3","Title - 14011","Vulnerability - 14011","Solution - 14011","reference - 14011"
14012,"MEDIUM","7.5","Title - 14012","Vulnerability - 14012","Solution - 14012","reference - 14012"
14013,"LOW","9.3","Title - 14013","Vulnerability - 14013","Solution - 14013","reference - 14013"
14014,"HIGH","9.3","Title - 14014","Vulnerability - 14014","Solution - 14014","reference - 14014"
14015,"HIGH","9.3","Title - 14015","Vulnerability - 14015","Solution - 14015","reference - 14015"
14016,"HIGH","9.3","Title - 14016","Vulnerability - 14016","Solution - 14016","reference - 14016"
14017,"LOW","4.7","Title - 14017","Vulnerability - 14017","Solution - 14017","reference - 14017"
14018,"HIGH","6.8","Title - 14018","Vulnerability - 14018","Solution - 14018","reference - 14018"
14019,"HIGH","10","Title - 14019","Vulnerability - 14019","Solution - 14019","reference - 14019"
14020,"HIGH","10","Title - 14020","Vulnerability - 14020","Solution - 14020","reference - 14020"
14021,"LOW","10","Title - 14021","Vulnerability - 14021","Solution - 14021","reference - 14021"
14022,"LOW","10","Title - 14022","Vulnerability - 14022","Solution - 14022","reference - 14022"
14023,"MEDIUM","9.3","Title - 14023","Vulnerability - 14023","Solution - 14023","reference - 14023"
14024,"MEDIUM","9.3","Title - 14024","Vulnerability - 14024","Solution - 14024","reference - 14024"
14025,"MEDIUM","5","Title - 14025","Vulnerability - 14025","Solution - 14025","reference - 14025"
14026,"LOW","10","Title - 14026","Vulnerability - 14026","Solution - 14026","reference - 14026"
14027,"MEDIUM","5","Title - 14027","Vulnerability - 14027","Solution - 14027","reference - 14027"
14028,"MEDIUM","7.2","Title - 14028","Vulnerability - 14028","Solution - 14028","reference - 14028"
14029,"HIGH","7.6","Title - 14029","Vulnerability - 14029","Solution - 14029","reference - 14029"
14030,"MEDIUM","9.3","Title - 14030","Vulnerability - 14030","Solution - 14030","reference - 14030"
14031,"MEDIUM","9.3","Title - 14031","Vulnerability - 14031","Solution - 14031","reference - 14031"
14032,"MEDIUM","7.5","Title - 14032","Vulnerability - 14032","Solution - 14032","reference - 14032"
14033,"MEDIUM","10","Title - 14033","Vulnerability - 14033","Solution - 14033","reference - 14033"
14034,"MEDIUM","9","Title - 14034","Vulnerability - 14034","Solution - 14034","reference - 14034"
14035,"MEDIUM","9","Title - 14035","Vulnerability - 14035","Solution - 14035","reference - 14035"
14036,"LOW","4.3","Title - 14036","Vulnerability - 14036","Solution - 14036","reference - 14036"
14037,"MEDIUM","4.6","Title - 14037","Vulnerability - 14037","Solution - 14037","reference - 14037"
14038,"MEDIUM","10","Title - 14038","Vulnerability - 14038","Solution - 14038","reference - 14038"
14039,"HIGH","10","Title - 14039","Vulnerability - 14039","Solution - 14039","reference - 14039"
14040,"LOW","7.5","Title - 14040","Vulnerability - 14040","Solution - 14040","reference - 14040"
14041,"LOW","6.2","Title - 14041","Vulnerability - 14041","Solution - 14041","reference - 14041"
14042,"LOW","4.3","Title - 14042","Vulnerability - 14042","Solution - 14042","reference - 14042"
14043,"LOW","7.1","Title - 14043","Vulnerability - 14043","Solution - 14043","reference - 14043"
14044,"LOW","7.2","Title - 14044","Vulnerability - 14044","Solution - 14044","reference - 14044"
14045,"LOW","7.5","Title - 14045","Vulnerability - 14045","Solution - 14045","reference - 14045"
14046,"MEDIUM","5","Title - 14046","Vulnerability - 14046","Solution - 14046","reference - 14046"
14047,"HIGH","10","Title - 14047","Vulnerability - 14047","Solution - 14047","reference - 14047"
14048,"LOW","9.3","Title - 14048","Vulnerability - 14048","Solution - 14048","reference - 14048"
14049,"LOW","10","Title - 14049","Vulnerability - 14049","Solution - 14049","reference - 14049"
14050,"MEDIUM","7.8","Title - 14050","Vulnerability - 14050","Solution - 14050","reference - 14050"
14051,"MEDIUM","7.8","Title - 14051","Vulnerability - 14051","Solution - 14051","reference - 14051"
14052,"HIGH","9.3","Title - 14052","Vulnerability - 14052","Solution - 14052","reference - 14052"
14053,"HIGH","9.3","Title - 14053","Vulnerability - 14053","Solution - 14053","reference - 14053"
14054,"HIGH","9.3","Title - 14054","Vulnerability - 14054","Solution - 14054","reference - 14054"
14055,"HIGH","10","Title - 14055","Vulnerability - 14055","Solution - 14055","reference - 14055"
14056,"HIGH","10","Title - 14056","Vulnerability - 14056","Solution - 14056","reference - 14056"
14057,"MEDIUM","6.8","Title - 14057","Vulnerability - 14057","Solution - 14057","reference - 14057"
14058,"MEDIUM","5","Title - 14058","Vulnerability - 14058","Solution - 14058","reference - 14058"
14059,"LOW","7.5","Title - 14059","Vulnerability - 14059","Solution - 14059","reference - 14059"
14060,"LOW","9.3","Title - 14060","Vulnerability - 14060","Solution - 14060","reference - 14060"
14061,"LOW","7.1","Title - 14061","Vulnerability - 14061","Solution - 14061","reference - 14061"
14062,"LOW","9.3","Title - 14062","Vulnerability - 14062","Solution - 14062","reference - 14062"
